"Iwasawa et
al. 2018 [163]",Yes,Diagnosis,Supervised,Random Forest,"N= 64 (n(PSC)=24, n(UC)=16,
n(HC)=24)",Microbiome Data,"Genera: AUC=0·7423 (PSC vs HC), 0·8756 (PSC vs
UC).
Species: AUC=0·8756 (PSC vs HC), 0·7626 (PSC vs
UC)","10-fold cross-
validation"
"Tsujitani et al.
2009 [164]",No,"Survival
Prediction",Supervised,Neural Network,N=312,Clinical Data,.,"Delete-one cross-
validation"""
Systemic Sclerosis,,,,,,,,
"Zhu et al
2018 [165]",No,Diagnosis,"Supervised
and
Unsupervised","Hierarchical Clustering and
Support Vector Machine","N=37 (n(controls)=19, n(SSc)=18)","DNA and RNA of
PBMC","Accuracy=100%, Sensitivity=100%,
Specificity=100%","Hold-on-one-out
cross-validation"
"Taroni et al.
2017 [166]",No,"Response to
treatment",Supervised,Support Vector Machine,.,"Gene expression
Data",.,.
"Huang et al.
2015 [167]",No,"Disease
Progression",Supervised,Random Forest,N=119,"Clinical and
peripheral blood
flow cytometry
Data",Accuracy=95%,"Hold-out cross-
validation"
"Berks et al.
2014 [168]",No,Diagnosis,Supervised,Random Forest,"N= 991 (n(train)=80 ;
n(validate)=104 HC + 83 PR + 269
SSc; n(test)=104 HC + 83 PR + 268
SSc) images","Nailfold
Capillaroscopy
Data","Accuracy=93·6%, F-measure=71·5%,
Precision=64·1%, Recall=80·9%","Hold-out validation,
testing set"
Alopecia,,,,,,,,
"Huang et al.
2013 [169]",Yes,"Comorbidity
analysis",Supervised,"Natural Language
Processing","N=3568 (n(AA)=2115) and N=416
(PAFS cohort)","Patient Data
Repository",Validity=93·9%,Hold-out validation
Vitiligo,,,,,,,,
"Sheth et al.
2013 [170]",Yes,"Comorbidity
analysis",Supervised,"Natural Language
Processing",N=3280,"Research Patient
Data Repository",.,.
17,,,,,,,,

Supplementary References
"[1] Briggs FBS, Yu JC, Davis MF, Jiangyang J, Fu S, Parrotta E, et al. Multiple sclerosis risk factors contribute to onset heterogeneity. Multiple Sclerosis and Related Disorders."
2019;28:11-6.
"[2] Ahmadi A, Davoudi S, Daliri MR. Computer Aided Diagnosis System for multiple sclerosis disease based on phase to amplitude coupling in covert visual attention."
Comput Methods Programs Biomed. 2019;169:9-18.
"[3] Zhang H, Alberts E, Pongratz V, Mühlau M, Zimmer C, Wiestler B, et al. Predicting conversion from clinically isolated syndrome to multiple sclerosis–An imaging-based"
machine learning approach. NeuroImage: Clinical. 2019;21:101593.
"[4] Zurita M, Montalba C, Labbé T, Cruz JP, Dalboni da Rocha J, Tejos C, et al. Characterization of relapsing-remitting multiple sclerosis patients using support vector"
machine classifications of functional and diffusion MRI data. NeuroImage: Clinical. 2018;20:724-30.
"[5] Wang S-H, Tang C, Sun J, Yang J, Huang C, Phillips P, et al. Multiple Sclerosis Identification by 14-Layer Convolutional Neural Network With Batch Normalization, Dropout,"
and Stochastic Pooling. Frontiers in Neuroscience. 2018;12(818).
"[6] Neeb H, Schenk J. Multivariate prediction of multiple sclerosis using robust quantitative MR-based image metrics. Zeitschrift für Medizinische Physik. 2018."
"[7] Lotsch J, Schiffmann S, Schmitz K, Brunkhorst R, Lerch F, Ferreiros N, et al. Machine-learning based lipid mediator serum concentration patterns allow identification of"
multiple sclerosis patients with high accuracy. Scientific Reports. 2018;8(1):14884.
"[8] Tacchella A, Romano S, Ferraldeschi M, Salvetti M, Zaccaria A, Crisanti A, et al. Collaboration between a human group and artificial intelligence can improve prediction of"
multiple sclerosis course: a proof-of-principle study. F1000Research. 2017;6:2172.
"[9] Lopez C, Tucker S, Salameh T, Tucker C. An unsupervised machine learning method for discovering patient clusters based on genetic signatures. Journal of Biomedical"
Informatics. 2018;85:30-9.
"[10] Supratak A, Datta G, Gafson AR, Nicholas R, Guo Y, Matthews PM. Remote Monitoring in the Home Validates Clinical Gait Measures for Multiple Sclerosis. Frontiers in"
Neurology. 2018;9(561).
"[11] Saccà V, Sarica A, Novellino F, Barone S, Tallarico T, Filippelli E, et al. Evaluation of machine learning algorithms performance for the prediction of early multiple"
sclerosis from resting-state FMRI connectivity data. Brain Imaging and Behavior. 2018.
"[12] Mowry EM, Hedström AK, Gianfrancesco MA, Shao X, Schaefer CA, Shen L, et al. Incorporating machine learning approaches to assess putative environmental risk"
factors for multiple sclerosis. Multiple Sclerosis and Related Disorders. 2018;24:135-41.
"[13] Yoo Y, Tang LYW, Brosch T, Li DKB, Kolind S, Vavasour I, et al. Deep learning of joint myelin and T1w MRI features in normal-appearing brain tissue to distinguish"
between multiple sclerosis patients and healthy controls. NeuroImage: Clinical. 2018;17:169-78.
"[14] Kiiski H, Jollans L, Donnchadha SÓ, Nolan H, Lonergan R, Kelly S, et al. Machine Learning EEG to Predict Cognitive Functioning and Processing Speed Over a 2-Year"
Period in Multiple Sclerosis Patients and Controls. Brain Topography. 2018;31(3):346-63.
"[15] Fiorini S, Verri A, Tacchino A, Ponzio M, Brichetto G, Barla A. A machine learning pipeline for multiple sclerosis course detection from clinical scales and patient"
reported outcomes. Conf Proc IEEE Eng Med Biol Soc. 2015;2015:4443-46.
"[16] Zhong J, Chen DQ, Nantes JC, Holmes SA, Hodaie M, Koski L. Combined structural and functional patterns discriminating upper limb motor disability in multiple sclerosis"
using multivariate approaches. Brain Imaging Behav. 2017;11(3):754-68.
"[17] Lötsch J, Thrun M, Lerch F, Brunkhorst R, Schiffmann S, Thomas D, et al. Machine-Learned Data Structures of Lipid Marker Serum Concentrations in Multiple Sclerosis"
Patients Differ from Those in Healthy Subjects. International journal of molecular sciences. 2017;18(6):1217.
18

"[18] Karaca Y, Zhang YD, Cattani C, Ayan U. The Differential Diagnosis of Multiple Sclerosis Using Convex Combination of Infinite Kernels. CNS Neurol Disord Drug Targets."
2017;16(1):36-43.
"[19] Ostmeyer J, Christley S, Rounds WH, Toby I, Greenberg BM, Monson NL, et al. Statistical classifiers for diagnosing disease from immune repertoires: a case study using"
multiple sclerosis. BMC Bioinformatics. 2017;18(1):401.
"[20] McGinnis RS, Mahadevan N, Moon Y, Seagers K, Sheth N, Wright JA, Jr., et al. A machine learning approach for gait speed estimation using skin-mounted wearable"
sensors: From healthy controls to individuals with multiple sclerosis. PLoS One. 2017;12(6):e0178366.
"[21] Zhao Y, Healy BC, Rotstein D, Guttmann CRG, Bakshi R, Weiner HL, et al. Exploration of machine learning techniques in predicting multiple sclerosis disease course."
PLOS ONE. 2017;12(4):e0174866.
"[22] Ion-Mărgineanu A, Kocevar G, Stamile C, Sima DM, Durand-Dubief F, Van Huffel S, et al. Machine Learning Approach for Classifying Multiple Sclerosis Courses by"
Combining Clinical Data with Lesion Loads and Magnetic Resonance Metabolic Features. Frontiers in Neuroscience. 2017;11(398).
"[23] Kocevar G, Stamile C, Hannoun S, Cotton F, Vukusic S, Durand-Dubief F, et al. Graph Theory-Based Brain Connectivity for Automatic Classification of Multiple Sclerosis"
Clinical Courses. Frontiers in Neuroscience. 2016;10(478).
"[24] Kosa P, Ghazali D, Tanigawa M, Barbour C, Cortese I, Kelley W, et al. Development of a Sensitive Outcome for Economical Drug Screening for Progressive Multiple"
Sclerosis Treatment. Frontiers in Neurology. 2016;7(131).
"[25] Baranzini SE, Madireddy LR, Cromer A, D'Antonio M, Lehr L, Beelke M, et al. Prognostic biomarkers of IFNb therapy in multiple sclerosis patients. Multiple sclerosis"
"(Houndmills, Basingstoke, England). 2015;21(7):894-904."
"[26] Wottschel V, Alexander DC, Kwok PP, Chard DT, Stromillo ML, De Stefano N, et al. Predicting outcome in clinically isolated syndrome using machine learning."
Neuroimage Clin. 2015;7:281-7.
"[27] Crimi A, Commowick O, Maarouf A, Ferre JC, Bannier E, Tourbah A, et al. Predictive value of imaging markers at multiple sclerosis disease onset based on gadolinium-"
and USPIO-enhanced MRI and machine learning. PLoS One. 2014;9(4):e93024.
"[28] Sweeney EM, Vogelstein JT, Cuzzocreo JL, Calabresi PA, Reich DS, Crainiceanu CM, et al. A Comparison of Supervised Machine Learning Algorithms and Feature Vectors"
for MS Lesion Segmentation Using Multimodal Structural MRI. PLOS ONE. 2014;9(4):e95753.
"[29] Taschler B, Ge T, Bendfeldt K, Müller-Lenke N, Johnson TD, Nichols TE, editors. Spatial Modeling of Multiple Sclerosis for Disease Subtype Prediction2014; Cham:"
Springer International Publishing.
"[30] Alaqtash M, Sarkodie-Gyan T, Yu H, Fuentes O, Brower R, Abdelgawad A. Automatic classification of pathological gait patterns using ground reaction forces and"
machine learning algorithms. Conf Proc IEEE Eng Med Biol Soc. 2011;2011:453-7.
"[31] Goldstein BA, Hubbard AE, Cutler A, Barcellos LF. An application of Random Forests to a genome-wide association dataset: methodological considerations & new"
findings. BMC genetics. 2010;11:49.
"[32] Corvol JC, Pelletier D, Henry RG, Caillier SJ, Wang J, Pappas D, et al. Abrogation of T cell quiescence characterizes patients at high risk for multiple sclerosis after the"
initial neurological event. Proceedings of the National Academy of Sciences of the United States of America. 2008;105(33):11839-44.
"[33] Briggs FB, Bartlett SE, Goldstein BA, Wang J, McCauley JL, Zuvich RL, et al. Evidence for CRHR1 in multiple sclerosis using supervised machine learning and meta-analysis"
"in 12,566 individuals. Human molecular genetics. 2010;19(21):4286-95."
"[34] Commowick O, Istace A, Kain M, Laurent B, Leray F, Simon M, et al. Objective Evaluation of Multiple Sclerosis Lesion Segmentation using a Data Management and"
Processing Infrastructure. Scientific Reports. 2018;8(1):13650.
"[35] Ohanian D, Brown A, Sunnquist M, Furst J, Nicholson L, Klebek L, et al. Identifying Key Symptoms Differentiating Myalgic Encephalomyelitis and Chronic Fatigue"
Syndrome from Multiple Sclerosis. Neurology (E-Cronicon). 2016;4(2):41-5.
19

"[36] Salem M, Cabezas M, Valverde S, Pareto D, Oliver A, Salvi J, et al. A supervised framework with intensity subtraction and deformation field features for the detection of"
new T2-w lesions in multiple sclerosis. NeuroImage: Clinical. 2018;17:607-15.
"[37] Cabezas M, Oliver A, Valverde S, Beltran B, Freixenet J, Vilanova JC, et al. BOOST: A supervised approach for multiple sclerosis lesion segmentation. Journal of"
Neuroscience Methods. 2014;237:108-17.
"[38] Zhang Y, Lu S, Zhou X, Yang M, Wu L, Liu B, et al. Comparison of machine learning methods for stationary wavelet entropy-based multiple sclerosis detection: decision"
"tree, k-nearest neighbors, and support vector machine. Simulation. 2016;92(9):861-71."
"[39] Birenbaum A, Greenspan H. Multi-view longitudinal CNN for multiple sclerosis lesion segmentation. Engineering Applications of Artificial Intelligence. 2017;65:111-8."
"[40] Morrison C, Huckvale K, Corish B, Dorn J, Kontschieder P, O’Hara K, et al. Assessing Multiple Sclerosis With Kinect: Designing Computer Vision Systems for Real-World"
Use. Human-Computer Interaction. 2016;31(3/4):191-226.
"[41] Liu J, Brodley CE, Healy BC, Chitnis T. Removing confounding factors via constraint-based clustering: An application to finding homogeneous groups of multiple sclerosis"
patients. Artificial Intelligence in Medicine. 2015;65(2):79-88.
"[42] Chin CY, Hsieh SY, Tseng VS. EDram: Effective early disease risk assessment with matrix factorization on a large-scale medical database: A case study on rheumatoid"
arthritis. PLoS ONE. 2018;13 (11) (e0207579).
"[43] Chocholova E, Bertok T, Jane E, Lorencova L, Holazova A, Belicka L, et al. Glycomics meets artificial intelligence - Potential of glycan analysis for identification of"
seropositive and seronegative rheumatoid arthritis patients revealed. Clinica Chimica Acta. 2018;481:49-55.
"[44] Wu H, Cai L, Li D, Wang X, Zhao S, Zou F, et al. Metagenomics Biomarkers Selected for Prediction of Three Different Diseases in Chinese Population. BioMed Research"
International. 2018;2018 (2936257).
"[45] Joo YB, Kim Y, Park Y, Kim K, Ryu JA, Lee S, et al. Biological function integrated prediction of severe radiographic progression in rheumatoid arthritis: A nested case"
"control study. Arthritis and Rheumatology Conference: American College of Rheumatology/Association of Rheumatology Health Professionals Annual Scientific Meeting,"
ACR/ARHP. 2017;19(1):244.
"[46] Andreu-Perez J, Garcia-Gancedo L, McKinnell J, Van der Drift A, Powell A, Hamy V, et al. Developing Fine-Grained Actigraphies for Rheumatoid Arthritis Patients from a"
Single Accelerometer Using Machine Learning. Sensors. 2017;17(9):2113.
"[47] Orange DE, Agius P, DiCarlo EF, Robine N, Geiger H, Szymonifka J, et al. Identification of Three Rheumatoid Arthritis Disease Subtypes by Machine Learning Integration"
of Synovial Histologic Features and RNA Sequencing Data. Arthritis and Rheumatology. 2018;70(5):690-701.
"[48] Ahmed U, Anwar A, Savage RS, Thornalley PJ, Rabbani N. Protein oxidation, nitration and glycation biomarkers for early-stage diagnosis of osteoarthritis of the knee"
and typing and progression of arthritic disease. Arthritis Res Ther. 2016;18(1):250.
"[49] Miyoshi F, Honne K, Minota S, Okada M, Ogawa N, Mimura T. A novel method predicting clinical response using only background clinical data in RA patients before"
treatment with infliximab. Modern Rheumatology. 2016;26(6):813-6.
"[50] Yeo L, Adlard N, Biehl M, Juarez M, Smallie T, Snow M, et al. Expression of chemokines CXCL4 and CXCL7 by synovial macrophages defines an early stage of rheumatoid"
arthritis. Annals of the Rheumatic Diseases. 2016;75(4):763-71.
"[51] Zhou SM, Fernandez-Gutierrez F, Kennedy J, Cooksey R, Atkinson M, Denaxas S, et al. Defining disease phenotypes in primary care electronic health records by a"
machine learning approach: A case study in identifying rheumatoid arthritis. PLoS ONE. 2016;11 (5) (e0154515).
"[52] Lin C, Karlson EW, Dligach D, Ramirez MP, Miller TA, Mo H, et al. Automatic identification of methotrexate-induced liver toxicity in patients with rheumatoid arthritis"
from the electronic medical record. J Am Med Inform Assoc. 2015;22(e1):e151-e61.
"[53] Chen Y, Carroll RJ, Hinz ERM, Shah A, Eyler AE, Denny JC, et al. Applying active learning to high-throughput phenotyping algorithms for electronic health records data. J"
Am Med Inform Assoc. 2013;20:e253-e9.
20

"[54] Lin C, Karlson EW, Canhao H, Miller TA, Dligach D, Chen PJ, et al. Automatic Prediction of Rheumatoid Arthritis Disease Activity from the Electronic Medical Records."
PLoS ONE. 2013;8 (8) (e69932).
"[55] Negi S, Juyal G, Senapati S, Prasad P, Gupta A, Singh S, et al. A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid"
arthritis in North Indians. Arthritis and Rheumatism. 2013;65(12):3026-35.
"[56] Pratt AG, Swan DC, Richardson S, Wilson G, Hilkens CMU, Young DA, et al. A CD4 T cell gene signature for early rheumatoid arthritis implicates interleukin 6-mediated"
"STAT3 signalling, particularly in anti-citrullinated peptide antibody-negative disease. Annals of the Rheumatic Diseases. 2012;71(8):1374-81."
"[57] Singh S, Kumar A, Panneerselvam K, Vennila JJ. Diagnosis of arthritis through fuzzy inference system. Journal of Medical Systems. 2012;36(3):1459-68."
"[58] Kruppa J, Ziegler A, Konig IR. Risk estimation and risk prediction using machine-learning methods. Human Genetics. 2012;131(10):1639-54."
"[59] Liu C, Ackerman HH, Carulli JP. A genome-wide screen of gene-gene interactions for rheumatoid arthritis susceptibility. Human Genetics. 2011;129(5):473-85."
"[60] Nair SS, French RM, Laroche D, Thomas E. The Application of Machine Learning Algorithms to the Analysis of Electromyographic Patterns From Arthritic Patients. IEEE"
Trans Neural Syst Rehabil Eng. 2010;18(2):174-84.
"[61] Briggs FBS, Ramsay PP, Madden E, Norris JM, Holers VM, Mikuls TR, et al. Supervised machine learning and logistic regression identifies novel epistatic risk factors with"
PTPN22 for rheumatoid arthritis. Genes and Immunity. 2010;11(3):199-208.
"[62] Niu Q, Huang Z, Shi Y, Wang L, Pan X, Hu C. Specific serum protein biomarkers of rheumatoid arthritis detected by MALDI-TOF-MS combined with magnetic beads."
International Immunology. 2010;22(7):611-8.
"[63] Geurts P, Fillet M, de Seny D, Meuwis MA, Malaise M, Merville MP, et al. Proteomic mass spectra classification using decision tree based ensemble methods."
Bioinformatics. 2005;21(14):3138-45.
"[64] De Seny D, Fillet M, Meuwis MA, Geurts P, Lutteri L, Ribbens C, et al. Discovery of new rheumatoid arthritis biomarkers using the surface-enhanced laser"
desorption/ionization time-of-flight mass spectrometry proteinchip approach. Arthritis and Rheumatism. 2005;52(12):3801-12.
"[65] Scheel AK, Netz UJ, Hermann KGA, Hielscher AH, Klose AD, Tresp V, et al. Laser Imaging Techniques for Follow-up Analysis of Joint Inflammation in Patients with"
Rheumatoid Arthritis. Medical Laser Application. 2003;18(3):198-205.
"[66] Schwaighofe A, Tresp V, Mayer P, Krause A, Beuthan J, Rost H, et al. Classification of rheumatoid joint inflammation based on laser imaging. IEEE Transactions on"
Biomedical Engineering. 2003;50(3):375-82.
"[67] Gronsbell J, Minnier J, Yu S, Liao K, Cai T. Automated Feature Selection of Predictors in Electronic Medical Records Data. Biometrics. 2018."
"[68] Gossec L, Guyard F, Leroy D, Lafargue T, Seiler M, Jacquemin C, et al. Detection of flares by decrease in physical activity, collected using wearable activity trackers, in"
rheumatoid arthritis or axial spondyloarthritis: an application of Machine-Learning analyses in rheumatology. Arthritis Care Res (Hoboken). 2018;22:22.
"[69] Lezcano-Valverde JM, Salazar F, Leon L, Toledano E, Jover JA, Fernandez-Gutierrez B, et al. Development and validation of a multivariate predictive model for"
rheumatoid arthritis mortality using a machine learning approach. Scientific Reports. 2017;7(1):10189.
"[70] Gonzalez-Recio O, de Maturana EL, Vega AT, Engelman CD, Broman KW. Detecting single-nucleotide polymorphism by single-nucleotide polymorphism interactions in"
rheumatoid arthritis using a two-step approach with machine learning and a Bayesian threshold least absolute shrinkage and selection operator (LASSO) model. BMC Proc.
2009;3 Suppl 7:S63.
"[71] Heard BJ, Rosvold JM, Fritzler MJ, El-Gabalawy H, Wiley JP, Krawetz RJ. A computational method to differentiate normal individuals, osteoarthritis and rheumatoid"
arthritis patients using serum biomarkers. J R Soc Interface. 2014;11(97):20140428.
"[72] Gronsbell JL, Cai T. Semi-supervised approaches to efficient evaluation of model prediction performance. Journal of the Royal Statistical Society: Series B (Statistical"
Methodology). 2018;80(3):579-94.
21

"[73] Van Looy S, Vander Cruyssen B, Meeus J, Wyns B, Westhovens R, Durez P, et al. Prediction of dose escalation for rheumatoid arthritis patients under infliximab"
treatment. Engineering Applications of Artificial Intelligence. 2006;19(7):819-28.
"[74] Wyns B, Boullart L, Sette S, Baeten D, Hoffman I, De Keyser F. Prediction of arthritis using a modified Kohonen mapping and case based reasoning. Engineering"
Applications of Artificial Intelligence. 2004;17(2):205.
"[75] Waljee AK, Lipson R, Wiitala WL, Zhang Y, Liu B, Zhu J, et al. Predicting Hospitalization and Outpatient Corticosteroid Use in Inflammatory Bowel Disease Patients Using"
Machine Learning. Inflammatory Bowel Diseases. 2018;24(1):45-53.
"[76] Mossotto E, Ashton JJ, Coelho T, Beattie RM, MacArthur BD, Ennis S. Classification of Paediatric Inflammatory Bowel Disease using Machine Learning. Scientific reports."
2017;7(1):2427.
"[77] Maeda Y, Kudo SE, Mori Y, Misawa M, Ogata N, Sasanuma S, et al. Fully automated diagnostic system with artificial intelligence using endocytoscopy to identify the"
presence of histologic inflammation associated with ulcerative colitis (with video). Gastrointestinal Endoscopy. 2018;89(2):408-15.
"[78] Douglas GM, Hansen R, Jones CM, Dunn KA, Comeau AM, Bielawski JP, et al. Multi-omics differentially classify disease state and treatment outcome in pediatric Crohn's"
disease. Microbiome. 2018;6 (1) (13).
"[79] Jain S, Kedia S, Sethi T, Bopanna S, Yadav D, Goyal S, et al. Predictors of long-term outcomes in patients with acute severe ulcerative colitis: A northern Indian cohort"
study. Gastroenterology. 2017;152 (5 Supplement 1):S372.
"[80] Waljee AK, Sauder K, Patel A, Segar S, Liu B, Zhang Y, et al. Machine learning algorithms for objective remission and clinical outcomes with thiopurines. Journal of"
Crohn's and Colitis. 2017;11(7):801-10.
"[81] Isakov O, Dotan I, Ben-Shachar S. Machine Learning-Based Gene Prioritization Identifies Novel Candidate Risk Genes for Inflammatory Bowel Disease. Inflammatory"
Bowel Diseases. 2017;23(9):1516-23.
"[82] Kang T, Ding W, Zhang L, Ziemek D, Zarringhalam K. A biological network-based regularized artificial neural network model for robust phenotype prediction from gene"
expression data. BMC bioinformatics. 2017;18(1):565.
"[83] Waljee AK, Liu B, Sauder K, Zhu J, Govani SM, Stidham RW, et al. Predicting corticosteroid-free endoscopic remission with vedolizumab in ulcerative colitis. Alimentary"
Pharmacology and Therapeutics. 2018;47(6):763-72.
"[84] Pal LR, Kundu K, Yin Y, Moult J. CAGI4 Crohn's exome challenge: Marker SNP versus exome variant models for assigning risk of Crohn disease. Human Mutation."
2017;38(9):1225-34.
"[85] Eck A, Zintgraf LM, de Groot EFJ, de Meij TGJ, Cohen TS, Savelkoul PHM, et al. Interpretation of microbiota-based diagnostics by explaining individual classifier"
decisions. BMC bioinformatics. 2017;18(1):441.
"[86] Menti E, Lanera C, Lorenzoni G, Giachino DF, Marchi M, Gregori D, et al. Bayesian Machine Learning Techniques for revealing complex interactions among genetic and"
clinical factors in association with extra-intestinal Manifestations in IBD patients. Amia 2016;Annual Symposium proceedings. AMIA Symposium. 2016:884-93.
"[87] Hubenthal M, Hemmrich-Stanisak G, Degenhardt F, Szymczak S, Du Z, Elsharawy A, et al. Sparse modeling reveals miRNA signatures for diagnostics of inflammatory"
bowel disease. PLoS ONE. 2015;10 (10) (e140155).
"[88] Niehaus KE, Uhlig HH, Clifton DA. Phenotypic characterisation of Crohn's disease severity. Conference proceedings : . 2015;Annual International Conference of the IEEE"
Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference. 2015:7023-6.
"[89] Wei Z, Wang W, Bradfield J, Li J, Cardinale C, Frackelton E, et al. Large sample size, wide variant spectrum, and advanced machine-learning technique boost risk"
prediction for inflammatory bowel disease. American Journal of Human Genetics. 2013;92(6):1008-12.
"[90] Cui H, Zhang X. Alignment-free supervised classification of metagenomes by recursive SVM. BMC Genomics. 2013;14 (1) (641)."
"[91] Waljee AK, Joyce JC, Wang S, Saxena A, Hart M, Zhu J, et al. Algorithms Outperform Metabolite Tests in Predicting Response of Patients With Inflammatory Bowel"
Disease to Thiopurines. Clinical Gastroenterology and Hepatology. 2010;8(2):143-50.
22

"[92] Firouzi F, Rashidi M, Hashemi S, Kangavari M, Bahari A, Daryani NE, et al. A decision tree-based approach for determining low bone mineral density in inflammatory"
bowel disease using WEKA software. European Journal of Gastroenterology and Hepatology. 2007;19(12):1075-81.
"[93] Ozawa T, Ishihara S, Fujishiro M, Saito H, Kumagai Y, Shichijo S, et al. Novel Computer-assisted Diagnosis System for Endoscopic Disease Activity in Patients with"
Ulcerative Colitis. Gastrointestinal Endoscopy. 2018.
"[94] Reddy BK, Delen D, Agrawal RK. Predicting and explaining inflammation in Crohn's disease patients using predictive analytics methods and electronic medical record"
data. Health Inform J. 2018:1460458217751015.
"[95] Forbes JD, Chen CY, Knox NC, Marrie RA, El-Gabalawy H, de Kievit T, et al. A comparative study of the gut microbiota in immune-mediated inflammatory diseases-does"
a common dysbiosis exist? Microbiome. 2018;6(1):221.
"[96] Doherty MK, Ding T, Koumpouras C, Telesco SE, Monast C, Das A, et al. Fecal Microbiota Signatures Are Associated with Response to Ustekinumab Therapy among"
Crohn's Disease Patients. mBio. 2018;9(2):e02120-17.
"[97] Han L, Maciejewski M, Gordon W, Afzelius L, Brockel C, Snapper SB, et al. A probabilistic pathway score (PROPS) for classification with applications to inflammatory"
bowel disease. Bioinformatics. 2018;34(6):985-93.
"[98] Daneshjou R, Wang Y, Bromberg Y, Bovo S, Martelli PL, Babbi G, et al. Working toward precision medicine: Predicting phenotypes from exomes in the Critical"
Assessment of Genome Interpretation (CAGI) challenges. Human Mutation. 2017;38(9):1182-92.
"[99] Giollo M, Jones DT, Carraro M, Leonardi E, Ferrari C, Tosatto SCE. Crohn disease risk prediction-Best practices and pitfalls with exome data. Human Mutation."
2017;38(9):1193-200.
"[100] Yu S, Chakrabortty A, Liao KP, Cai T, Ananthakrishnan AN, Gainer VS, et al. Surrogate-assisted feature extraction for high-throughput phenotyping. J Am Med Inform"
Assoc. 2017;24(e1):e143-e9.
"[101] Wisittipanit N, Rangwala H, Sikaroodi M, Keshavarzian A, Mutlu EA, Gillevet P. Classification methods for the analysis of LH-PCR data associated with inflammatory"
bowel disease patients. Int J Bioinform Res Appl. 2015;11(2):111-29.
"[102] Ahmed S, Dey N, Ashour A, Sifaki-Pistolla D, Bălas-Timar D, Balas V, et al. Effect of fuzzy partitioning in Crohn's disease classification: a neuro-fuzzy-based approach."
Med Biol Eng Comput. 2017;55(1):101-15.
"[103] Mahapatra D, Vos FM, Buhmann JM. Active learning based segmentation of Crohns disease from abdominal MRI. Comput Methods Programs Biomed. 2016;128:75-"
85.
[104] Mahapatra D. Combining multiple expert annotations using semi-supervised learning and graph cuts for medical image segmentation. Computer Vision & Image
Understanding. 2016;151:114-23.
"[105] Stawiski K, Pietrzak I, Mlynarski W, Fendler W, Szadkowska A. NIRCa: An artificial neural network-based insulin resistance calculator. Pediatric Diabetes."
2018;19(2):231-5.
"[106] Ben Ali J, Hamdi T, Fnaiech N, Di Costanzo V, Fnaiech F, Ginoux JM. Continuous blood glucose level prediction of Type 1 Diabetes based on Artificial Neural Network."
Biocybernetics and Biomedical Engineering. 2018;38(4):828-40.
"[107] Perez-Gandia C, Garcia-Saez G, Subias D, Rodriguez-Herrero A, Gomez EJ, Rigla M, et al. Decision Support in Diabetes Care: The Challenge of Supporting Patients in"
Their Daily Living Using a Mobile Glucose Predictor. Journal of Diabetes Science and Technology. 2018;12(2):243-50.
"[108] Maulucci G, Cordelli E, Rizzi A, De Leva F, Papi M, Ciasca G, et al. Phase separation of the plasma membrane in human red blood cells as a potential tool for diagnosis"
and progression monitoring of type 1 diabetes mellitus. PLoS ONE. 2017;12 (9) (e0184109).
"[109] Siegel AP, Daneshkhah A, Hardin DS, Shrestha S, Varahramyan K, Agarwal M. Analyzing breath samples of hypoglycemic events in type 1 diabetes patients: Towards"
developing an alternative to diabetes alert dogs. Journal of Breath Research. 2017;11 (2) (026007).
23

"[110] Zhao LP, Bolouri H, Zhao M, Geraghty DE, Lernmark A. An Object-Oriented Regression for Building Disease Predictive Models with Multiallelic HLA Genes. Genetic"
Epidemiology. 2016;40(4):315-32.
"[111] Georga EI, Protopappas VC, Polyzos D, Fotiadis DI. Online prediction of glucose concentration in type 1 diabetes using extreme learning machines. Conference"
proceedings : . 2015;Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual
Conference. 2015:3262-5.
"[112] Georga EI, Protopappas VC, Ardigo D, Polyzos D, Fotiadis DI. A Glucose Model Based on Support Vector Regression for the Prediction of Hypoglycemic Events Under"
Free-Living Conditions. Diabetes Technology and Therapeutics. 2013;15(8):634-43.
"[113] Marling CR, Struble NW, Bunescu RC, Shubrook JH, Schwartz FL. A consensus-perceived glycemic variability metric. Journal of Diabetes Science and Technology."
2013;7 (4):871-79.
"[114] Nguyen C, Varney MD, Harrison LC, Morahan G. Definition of high-risk type 1 diabetes HLA-DR and HLA-DQ types using only three single nucleotide polymorphisms."
Diabetes. 2013;62(6):2135-40.
"[115] Wei Z, Wang K, Qu HQ, Zhang H, Bradfield J, Kim C, et al. From disease association to risk assessment: An optimistic view from genome-wide association studies on"
type 1 diabetes. PLoS Genetics. 2009;5 (10)(e1000678).
"[116] Jensen MH, Mahmoudi Z, Christensen TF, Tarnow L, Seto E, Johansen MD, et al. Evaluation of an Algorithm for Retrospective Hypoglycemia Detection Using"
Professional Continuous Glucose Monitoring Data. J Diabetes Sci Technol. 2014;8(1):117-22.
"[117] Schwartz FL, Shubrook JH, Marling CR. Use of case-based reasoning to enhance intensive management of patients on insulin pump therapy. J Diabetes Sci Technol."
2008;2(4):603-11.
